brianpid,season,position,age,team,unitid,college,franname,wt,ht,birthdate,drafted_team,draft_round,draft_pkoverall,nfldraftyear,suppdraft,undrafted,nfldraft,birthday,transfercollege,drafted_fran,major_award,all_american,combineonly,combinepart,race,divfbs,bcsschool,birthcity,birthstate,captain,g,gs,av,law,lgeaction,tmaction,alcohol,drugs,driving,harm_othr,domestic,weapon,othr_crm,chrg_drop,guilty,acquit,probn,jail,susp_s,fine,other_punish,plea,divprog,team_suspend,team_boot,team_fine,nfl_suspend,nfl_boot,nfl_fine,nfl_counsel,intincident,finalsusp,indefinite,finalfinegame,finalfineextra,cutfromteam,otherdocking,lgepunished,teampunished,directtolge,directtoteam,directtoplayer,directtofans,directtoref,directtocoach,directtomedia,directtosociety,perscond,subabuse,pedpolicy,cdtt,cdtl,fieldfight,fieldhit,fieldnonv,fieldunsport,uniformequp,leaguerules,undisclosed,contract,fieldmis,oncond,playerappealed,appealsuccess,yrs,nflexp,probowl,apcomepoy,apdefpoy,apdefroy,apmvp,apoffpoy,apoffroy,bertbell,pfwacomepoy,pfwamvp,sbmvp,wpmoy,seasontotalaward,cpi_urban,deflator,real_basesal,real_signbonus,real_totbon,real_totsal,real_capvalue,fips,winpct,fbplay,sbchamp,msa_pop,real_msainc,oid,owner,owner_fnd,single,partner,corp,sportent,govt,lgecontrol,familyowned,gen2,gen3,winpctlag1
MyerBr00,2009,te,24,Oakland Raiders II,153658,Iowa,Oakland Raiders,250,6-4,9/4/1985,Oakland Raiders II,6,202,2009,0,0,1,04sep1985,,Oakland Raiders,0,0,0,0,1,1,1,Prairie City,IA,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,214.537,.87523258,0,0,0,0,0,41860,.31299999,0,0,4302830,280400363520,DaviAl0,Al Davis,1966,1,0,0,0,0,0,0,0,0,.31299999
MyerCh20,2005,OG,24,Denver Broncos,135726,Miami,Denver Broncos,300,6-5,9/15/1981,Denver Broncos,6,200,2005,0,0,1,15sep1981,,Denver Broncos,0,0,0,1,1,1,1,Miami,FL,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,195.3,.79675263,0,0,0,0,0,19740,.81300002,1,0,2332749,127753986048,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.625
MyerLe20,2001,CB,23,New England Patriots,135726,Miami,New England Patriots,196,5-10,12/18/1978,New England Patriots,6,200,2001,0,0,1,18dec1978,,New England Patriots,0,0,0,1,2,1,1,Fort Lauderdale,FL,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,177.10001,.7225033,0,0,0,0,0,14460,.68800002,1,1,4432132,264462368768,KrafRo0,Robert Kraft,1994,1,0,0,0,0,0,0,0,0,.31299999
MyerMi20,1998,dt,22,Dallas Cowboys,100751,Alabama,Dallas Cowboys,300,6-2,1/20/1976,Dallas Cowboys,4,100,1998,0,0,1,20jan1976,,Dallas Cowboys,0,0,0,,2,1,1,Vicksburg,MS,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,19100,.625,0,0,4917993,224004325376,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.375
MyerRo01,2015,G,,Baltimore Ravens,221838,Tennessee State,Indianapolis Colts,,,12/26/1991,Baltimore Ravens,5,176,2015,,,1,,,,,,0,1,2,0,0,Chicago,IL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,109210.19,42983.93,0,152194.13,152194.13,26900,.5,0,0,1988817,99286269952,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.68800002
MyleDe20,1998,mlb,24,Seattle Seahawks,182290,Nevada,Seattle Seahawks,235,6-2,10/31/1974,Seattle Seahawks,4,108,1998,0,0,1,31oct1974,,Seattle Seahawks,0,0,0,,2,1,0,Las Vegas,NV,0,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,42660,.5,0,0,2978761,151384260608,AllePa0,Paul Allen,1997,1,0,0,0,0,0,0,0,0,.5
MyleRe20,2002,S,23,Cincinnati Bengals,100751,Alabama,Cincinnati Bengals,185,5-11,10/10/1979,,,,2002,0,1,0,10oct1979,,,,,,,2,1,1,Pascagoula,MS,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,179.89999,.73392624,0,0,0,0,0,17140,.125,0,0,2035505,91017035776,BrowMi0,Mike Brown,1991,1,0,0,0,0,0,0,1,0,.375
MyleTo20,1998,OL,,NY Giants,175856,Jackson St.,New York Giants,,,7/23/1975,NY Giants,5,147,1998,,,1,,1,,0,0,0,,2,0,0,Jackson,MS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,35620,.5,0,0,18007924,966405914624,mara-tisc-101,Wellington Mara and Rob Tisch,1991,0,1,0,0,0,0,0,1,0,.667
MyriJa00,2017,CB,22,Jacksonville Jaguars,174066,Minnesota,Jacksonville Jaguars,200,,2/27/1995,Jacksonville Jaguars,7,222,2017,0,0,1,27feb1995,,Jacksonville Jaguars,,,0,1,2,1,1,Bloomingdale,GA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,465000,23416,0,394750,488416,27260,.625,1,0,,,KhanSh0,Shahid Khan,2012,1,0,0,0,0,0,0,0,0,.18799999
NaanLe00,2007,WR,24,San Diego Chargers,142115,Boise State,Los Angeles Chargers,225,6-2,9/16/1983,San Diego Chargers,5,172,2007,0,0,1,16sep1983,,Los Angeles Chargers,0,0,0,1,2,1,0,Portland,OR,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,207.342,.84587955,0,0,0,0,0,41740,.68800002,1,0,2975742,161009057792,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.875
NacuKa00,2017,s,22,Cleveland Browns II,230038,Brigham Young,Cleveland Browns,205,,3/3/1995,,,,2017,0,1,0,03mar1995,,,,,,,3,1,0,Garden Grove,CA,0,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,465000,0,0,465000,465000,17460,0,0,0,,,HaslJi1,Jimmy Haslam III,2012,1,0,0,0,0,0,0,0,0,.063000001
NaeoCh20,1997,OL,23,New Orleans Saints,126614,Colorado,New Orleans Saints,317,6-3,12/25/1974,New Orleans Saints,1,10,1997,0,0,1,25dec1974,,New Orleans Saints,0,1,0,,3,1,1,Kailua,HI,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,35380,.375,0,0,1312573,48116277248,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.18799999
NagyBi00,2011,lg,24,Dallas Cowboys,240444,Wisconsin,Dallas Cowboys,302,6-3,10/26/1987,Dallas Cowboys,7,252,2011,0,0,1,26oct1987,,Dallas Cowboys,0,0,0,0,1,1,1,Hudson,OH,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,12504.511,0,421148.63,421148.63,19100,.5,0,0,6526548,310852812800,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.375
NailJa20,1997,OL,22,Buffalo Bills,133650,Florida AM,Buffalo Bills,335,6-6,6/3/1975,Buffalo Bills,4,120,1997,0,0,1,03jun1975,,Buffalo Bills,0,0,0,,2,0,0,Baxley,GA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,15380,.375,0,0,1186175,43309056000,WilsRa1,Ralph Wilson,1960,1,0,0,0,0,0,0,0,0,.625
NajvJo01,2014,TE,,,223232,Baylor,Dallas Cowboys,,,1/8/1991,,,,2014,,,0,,,,,,1,1,1,1,1,Houston,TX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,239911.88,517.70752,0,240429.58,240429.58,19100,.75,1,0,6958092,355629563904,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.5
NakaHa99,2008,S,22,Baltimore Ravens,201885,Cincinnati,Baltimore Ravens,190,5-10,4/18/1986,Baltimore Ravens,6,206,2008,0,0,1,18apr1986,,Baltimore Ravens,0,0,0,0,4,1,1,Elyria,OH,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,215.30299,.87835753,0,0,0,0,0,12580,.68800002,1,0,2679819,148673658880,BiscSt0,Steve Bisciotti,2004,1,0,0,0,0,0,0,0,0,.31299999
NallCr00,2002,QB,,Green Bay Packers,159391,Louisiana State,Green Bay Packers,,,4/21/1979,Green Bay Packers,5,164,2002,,,1,,1,,0,0,0,0,1,1,1,Alexandria,LA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,179.89999,.73392624,0,0,0,0,0,24580,.75,1,0,288713,12180677632,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.75
NancDi00,2010,RB,22,Green Bay Packers,104151,Arizona State,Green Bay Packers,224,5-9,2/18/1988,,,,2010,0,1,0,18feb1988,,,,,,,2,1,1,Bedford,TX,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,218.056,.88958877,0,0,0,0,0,24580,.625,1,1,307096,13024959488,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.68800002
NashAn00,2017,WR,,,198419,Duke,Denver Broncos,,,9/20/1993,,,,2017,,,,,,,,,,,2,1,1,West Chester,PA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,0,1666,0,1666,1666,19740,.31299999,0,0,,,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.56300002
NashDa00,2005,RB,23,Tennessee Titans,178396,Missouri,Tennessee Titans,215,5-10,4/14/1982,Tennessee Titans,5,142,2005,0,0,1,14apr1982,,Tennessee Titans,0,0,0,0,2,1,1,St. Louis,MO,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,195.3,.79675263,0,0,0,0,0,34980,.25,0,0,1437348,65633636352,AdamBu0,Bud Adams,1960,1,0,0,0,0,0,0,0,0,.31299999
NashMa00,1998,WR,22,Denver Broncos,221759,Tennessee,Denver Broncos,195,6-3,2/1/1976,Denver Broncos,1,30,1998,0,0,1,01feb1976,,Denver Broncos,0,0,0,,2,1,1,Tulsa,OK,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,19740,.875,1,1,2061091,101015289856,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.75
NashZa00,2012,OLB,23,Arizona Cardinals,110617,Sacramento State,Arizona Cardinals,260,6-4,9/23/1989,,,,2012,0,1,0,23sep1989,,,,,,,1,0,0,Dixon,CA,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,416373.25,0,0,416373.25,416373.25,38060,.31299999,0,0,4327809,174457438208,BidwBi0,Bill Bidwill,1962,1,0,0,0,0,0,0,1,0,.5
NassCa00,2016,de,23,Cleveland Browns II,214777,Penn State,Cleveland Browns,273,6-7,4/12/1993,Cleveland Browns II,3,65,2016,0,0,1,12apr1993,,Cleveland Browns,,,0,1,1,1,1,West Chester,PA,0,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,459586.59,227176.72,0,-221943.56,686763.31,17460,.063000001,0,0,2055612,103151656960,HaslJi1,Jimmy Haslam III,2012,1,0,0,0,0,0,0,0,0,.18799999
NassRy00,2013,QB,,NY Giants,196413,Syracuse,New York Giants,,,3/10/1990,NY Giants,4,110,2013,,,1,,,,0,0,0,1,1,1,1,West Chester,PA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,426145.59,119320.77,0,68183.297,545466.38,35620,.43799999,0,0,19994144,1259572559872,mara-tisc-100,John Mara and Steve Tisch,2005,0,1,0,0,0,0,1,0,1,.56300002
NatsJo00,2017,WR,23,NY Jets,200800,Akron,Indianapolis Colts,153,5-7,2/1/1994,,,,2017,0,1,0,01feb1994,1,,,,,,2,1,0,Fort Lauderdale,FL,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,283624,1000,0,284624,284624,26900,.25,0,0,,,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.5
NattMi20,2003,LB,23,Minnesota Vikings,134130,Florida,Minnesota Vikings,227,6-0,11/8/1980,Minnesota Vikings,6,190,2003,0,0,1,08nov1980,,Minnesota Vikings,0,0,0,1,2,1,1,Gainesville,FL,0,16,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,33460,.56199998,0,0,3077530,162125955072,McCoRe0,Red McCombs,1998,1,0,0,0,0,0,0,0,0,.375
NavaJo00,2004,qb,24,Arizona Cardinals,170976,Michigan,Arizona Cardinals,250,6-6,9/9/1980,Arizona Cardinals,7,202,2004,0,0,1,09sep1980,,Arizona Cardinals,0,0,0,1,1,1,1,Cudahy,WI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,188.89999,.77064294,0,0,0,0,0,38060,.375,0,0,3637332,154067795968,BidwBi0,Bill Bidwill,1962,1,0,0,0,0,0,0,1,0,.25
NaviHa20,1999,LB,22,Carolina Panthers,126614,Colorado,Carolina Panthers,247,6-3,7/19/1977,Carolina Panthers,4,100,1999,0,0,1,19jul1977,,Carolina Panthers,0,0,0,,2,1,1,Berkeley,CA,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,16740,.5,0,0,1304479,60023083008,RichJe0,Jerry Richardson,1993,1,0,0,0,0,0,0,0,0,.25
NdukCh99,2007,ss,22,Cincinnati Bengals,152080,Notre Dame,Cincinnati Bengals,217,6-2,3/4/1985,Cincinnati Bengals,7,253,2007,0,0,1,04mar1985,,Cincinnati Bengals,0,0,0,1,2,1,1,Charlotteville,VA,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,207.342,.84587955,0,0,0,0,0,17140,.43799999,0,0,2099851,96849231872,BrowMi0,Mike Brown,1991,1,0,0,0,0,0,0,1,0,.5
NealKe01,2016,S,21,Atlanta Falcons,134130,Florida,Atlanta Falcons,211,6-0,7/26/1995,Atlanta Falcons,1,17,2016,0,0,1,26jul1995,,Atlanta Falcons,,,0,1,2,1,1,Groveland,FL,0,14,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24309,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,459586.59,1534303.3,0,-8512920,1993889.9,12060,.68800002,1,0,5789700,279837179904,BlanAr0,Arthur Blank,2002,1,0,0,0,0,0,0,0,0,.5
NealLe00,2017,DE,22,Dallas Cowboys,159391,Louisiana State,Dallas Cowboys,274,,5/17/1995,,,,2017,0,1,0,17may1995,,,,,,,2,1,1,Greensboro,NC,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,283624,0,0,283624,283623,19100,.56300002,0,0,,,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.81300002
NealMi99,2010,DE,23,Green Bay Packers,243780,Purdue,Green Bay Packers,262,6-3,6/26/1987,Green Bay Packers,2,56,2010,0,0,1,26jun1987,,Green Bay Packers,0,0,0,1,2,1,1,Gary,IN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,218.056,.88958877,0,0,0,0,0,24580,.625,1,1,307096,13024959488,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.68800002
NealQu00,2015,ILB,,,139755,Georgia Tech,Tampa Bay Buccaneers,,,8/5/1991,,,,2015,,,,,,,,,,,2,1,1,Winter Haven,FL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,61430.734,2585.4685,0,64016.199,64016.199,45300,.375,0,0,2975225,132332355584,GlazBr0,Bryan Glazer,2014,1,0,0,0,0,0,0,1,0,.125
NealRa01,2014,RB,,,221759,Tennessee,Green Bay Packers,,,3/28/1992,,,,2014,,,,,,,,,,,2,1,1,Fayetteville,GA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,52184.918,689.58643,0,52874.504,52874.504,24580,.75,1,0,314498,14491267072,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.53100002
NealSp01,2013,DT,,,228723,Texas A&M,Minnesota Vikings,,,12/8/1989,,,,2013,,,,,,,,,,,1,1,1,San Antonio,TX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,25253.072,0,0,25253.072,25253.072,33460,.34400001,0,0,3460826,184572182528,WilfZy0,Zygi Wilf,2005,1,0,0,0,0,0,0,0,0,.625
NealSt20,2001,DT,,,172699,Western Michigan,Philadelphia Eagles,,,10/9/1976,,,,2001,,,0,,,,,,1,1,1,1,0,San Diego,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,177.10001,.7225033,0,0,0,0,0,37980,.68800002,1,0,5713954,279206756352,LuriJe0,Jeffrey Lurie,1994,1,0,0,0,0,0,0,0,0,.68800002
NearAa00,2016,T,,,235097,Eastern Washington,Philadelphia Eagles,,,11/15/1992,,,,2016,,,0,,,,,,,,1,0,0,Richland,WA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,138897.28,0,0,138897.28,138897.28,37980,.43799999,0,0,6070500,363584061440,LuriJe0,Jeffrey Lurie,1994,1,0,0,0,0,0,0,0,0,.43799999
NeasSh00,2016,S,25,Atlanta Falcons,133669,Florida Atlantic,Atlanta Falcons,198,6-0,10/14/1991,,,,2016,0,1,0,14oct1991,,,,,,,2,1,0,Sarasota,FL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,339654.94,2553.2588,0,342208.19,342208.19,12060,.68800002,1,0,5789700,279837179904,BlanAr0,Arthur Blank,2002,1,0,0,0,0,0,0,0,0,.5
